question_id,question_text,answer_id,answer_text,grade_level,academic_year_id,avg_knowledge_pct,student_count
93,We should pray: ,332,Every day,2,2,62.51172395750709,9710
94,Who should NOT receive communion? ,333,Someone who needs to confess a mortal sin,2,2,58.141745063910214,2531
94,Who should NOT receive communion? ,334,Someone who is not Catholic,2,2,59.84251968503937,4699
94,Who should NOT receive communion? ,335,Someone who had a snack right before communion,2,2,55.968468468468465,1104
94,Who should NOT receive communion? ,336,All of these,2,2,70.40023216493805,2142
95,What do we call a priest who is in charge of a parish church?,337,Bishop,2,2,60.28294313368104,5353
95,What do we call a priest who is in charge of a parish church?,338,Pastor,2,2,67.95410389689653,2657
95,What do we call a priest who is in charge of a parish church?,339,Deacon,2,2,57.51062635335632,1685
95,What do we call a priest who is in charge of a parish church?,340,Brother,2,2,52.072072072072075,780
96,Humans have a body and a soul. Our soul will live __________.,341,Forever,2,2,64.98428159327813,7513
96,Humans have a body and a soul. Our soul will live __________.,342,As long as we do,2,2,51.97274197274197,1170
96,Humans have a body and a soul. Our soul will live __________.,343,As long as we pray ,2,2,50.898805782526715,860
96,Humans have a body and a soul. Our soul will live __________.,344,If God wants it to,2,2,51.71422765407728,931
97,I am confirmed/I plan to be confirmed.,408,Yes,2,2,61.79431978807595,6443
97,I am confirmed/I plan to be confirmed.,409,No,2,2,60.38364547023115,3869
101,The season before Christmas is called ________. ,1881,Advent,2,2,66.90507737628157,6303
101,The season before Christmas is called ________. ,1891,Lent,2,2,51.8433954583267,1527
101,The season before Christmas is called ________. ,1901,Easter,2,2,47.33285917496444,760
101,The season before Christmas is called ________. ,1911,Ordinary Time,2,2,55.42639586560315,1867
111,"Which season is made up of prayer, fasting, and almsgiving? ",1921,Advent,2,2,55.61389961389961,1400
111,"Which season is made up of prayer, fasting, and almsgiving? ",1931,Triduum,2,2,52.6935565006631,1182
111,"Which season is made up of prayer, fasting, and almsgiving? ",1941,Easter,2,2,52.56609068084478,2196
111,"Which season is made up of prayer, fasting, and almsgiving? ",1951,Lent,2,2,67.75314046440808,5679
115,I should help everyone to show them God's love.,405,This is true,2,2,62.0805775068292,9606
115,I should help everyone to show them God's love.,406,This is not true,2,2,44.381828637147784,235
115,I should help everyone to show them God's love.,407,Not sure,2,2,53.27124164333467,473
116,My parents bring me to Church often and we pray together.,410,Yes,2,2,61.585585585585584,6675
116,My parents bring me to Church often and we pray together.,411,No,2,2,60.66502956428842,3643
117,Holy Communion looks like bread and wine but is really Jesus' Body and Blood.,412,This is true,2,2,62.6078451274764,8787
117,Holy Communion looks like bread and wine but is really Jesus' Body and Blood.,413,This is not true,2,2,53.48525967508086,727
117,Holy Communion looks like bread and wine but is really Jesus' Body and Blood.,414,Not sure,2,2,53.63081947545572,811
121,Which is not a liturgical season?,1961,Lent,2,2,51.163491360212674,1525
121,Which is not a liturgical season?,1971,Advent,2,2,49.43752042197638,579
121,Which is not a liturgical season?,1981,Ordinary time,2,2,55.32475707148196,2061
121,Which is not a liturgical season?,1991,Fall,2,2,66.70016059911198,6293
130,I have received First Communion.,459,Yes,2,2,59.10693637382566,3435
130,I have received First Communion.,460,No,2,2,62.31580922742502,6912
154,What guidance does the Church give us about receiving Holy Communion?,544,All of these,2,2,71.56862745098039,2
157,What are the three degrees of the sacrament of Holy Orders?,554,"Bishops, priests, and deacons",2,2,88.23529411764706,1
157,What are the three degrees of the sacrament of Holy Orders?,555,"Bishops, priests, and religious orders",2,2,54.90196078431372,1
161,Before confession we should examine our _______. ,2121,Feelings,2,2,55.458443830051344,4789
161,Before confession we should examine our _______. ,2131,Conscience,2,2,69.61984825356919,4815
161,Before confession we should examine our _______. ,2141,Hands,2,2,46.52948402948403,528
161,Before confession we should examine our _______. ,2151,Clothing,2,2,46.08645342590297,327
171,Our conscience helps us do ______ and avoid evil. ,2161,Nothing,2,2,42.96932067202337,296
171,Our conscience helps us do ______ and avoid evil. ,2171,Silly things,2,2,36.55022947475778,212
171,Our conscience helps us do ______ and avoid evil. ,2181,Sins,2,2,49.63469567128104,984
171,Our conscience helps us do ______ and avoid evil. ,2191,Good  ,2,2,63.6726643077618,8974
173,"What does the term ""Communion of Saints"" refer to?        ",611,The saints in heaven,2,2,54.90196078431372,1
173,"What does the term ""Communion of Saints"" refer to?        ",612,All of these,2,2,88.23529411764706,1
174,Which of the following is a penitential season?,613,The Octave of Easter,2,2,54.90196078431372,1
174,Which of the following is a penitential season?,614,Lent,2,2,88.23529411764706,1
175,What is the most important element of Catholic social teaching?,617,We must respect the dignity of the human person,2,2,71.56862745098039,2
177,In which book of the Bible do we read the story of the flood?,627,Genesis,2,2,71.56862745098039,2
181,The ability to choose how we act is called ___________.,2201,Moral sin,2,2,48.54275917708753,1072
181,The ability to choose how we act is called ___________.,2211,Grace,2,2,50.252340792881334,1628
181,The ability to choose how we act is called ___________.,2221,Intellect,2,2,52.11015431835621,634
181,The ability to choose how we act is called ___________.,2231,Free will ,2,2,66.46038148214198,7123
207,How many sacraments are there?,731,Three,2,2,53.991615377753995,1818
207,How many sacraments are there?,732,Ten,2,2,55.2972972972973,2900
207,How many sacraments are there?,733,Seven,2,2,67.58184869149203,5298
207,How many sacraments are there?,734,Nine,2,2,52.790834312573445,460
208,Who were the apostles?,735,The people who crucified Jesus,2,2,46.77776818351898,939
208,Who were the apostles?,736,Jesus’ 12 closest followers,2,2,64.60665305400582,8404
208,Who were the apostles?,737,The people who saw Jesus be baptized,2,2,47.026107740393456,588
208,Who were the apostles?,738,Everyone who has seen a miracle,2,2,47.95703144160495,551
209,What do we call the event when Jesus went up into heaven?,739,The Incarnation,2,2,56.61031132729246,2067
209,What do we call the event when Jesus went up into heaven?,740,The Ascension,2,2,68.80677357855781,4337
209,What do we call the event when Jesus went up into heaven?,741,The Transfiguration,2,2,57.943370741128795,2141
209,What do we call the event when Jesus went up into heaven?,742,The Real Presence,2,2,52.38461430908404,1933
215,Which BEST describes the difference between heaven and hell?,761,Souls in hell are separated from God while those in heaven are in union with God,2,2,71.56862745098039,2
248,What doctrine does the Immaculate Conception refer to?,880,God saved Mary from original sin ,2,2,88.23529411764706,1
248,What doctrine does the Immaculate Conception refer to?,882,The Son of God became man in the person of Jesus,2,2,54.90196078431372,1
251,What Sacrament forgives Original Sin?,2481,Anointing of the Sick,2,2,46.12918002748511,590
251,What Sacrament forgives Original Sin?,2491,Baptism,2,2,67.38857408451261,5466
251,What Sacrament forgives Original Sin?,2501,Confirmation,2,2,58.43318467572941,3018
251,What Sacrament forgives Original Sin?,2511,Holy Orders,2,2,49.57042487817289,1380
252,What makes us children of God?,892,Baptism,2,2,71.56862745098039,2
261,A priest hears confession. He is acting in the person of ____________. ,2521,St. Peter,2,2,47.30862599126072,835
261,A priest hears confession. He is acting in the person of ____________. ,2531,Jesus,2,2,64.1636513562743,8782
261,A priest hears confession. He is acting in the person of ____________. ,2541,Mary,2,2,44.331195602382046,472
261,A priest hears confession. He is acting in the person of ____________. ,2551,Joseph,2,2,44.59089226212514,365
272,What do we call the state of Adam and Eve before they sinned?,965,Original goodness,2,2,54.90196078431372,1
272,What do we call the state of Adam and Eve before they sinned?,966,Original truth,2,2,88.23529411764706,1
308,Which is NOT one of the four last things?,1097,Death,2,2,71.56862745098039,2
310,Which best describes what capital sins are?,1106,Sins which lead to and/or cause other sins and vices,2,2,71.56862745098039,2
311,Scripture read in the Mass is the _____.,2721,Liturgy of the Word,2,2,67.15569980182094,4705
311,Scripture read in the Mass is the _____.,2731,Liturgy of the Eucharist,2,2,55.86431005785845,1704
311,Scripture read in the Mass is the _____.,2741,Liturgy of the Bible,2,2,57.08005423054399,3369
311,Scripture read in the Mass is the _____.,2751,None of these,2,2,54.30083986785018,679
318,What do we call the moment during Mass when transubstantiation occurs?,1132,The consecration,2,2,71.56862745098039,2
319,The rosary is an example of  ____________ prayer.,1135,Intercessory ,2,2,71.56862745098039,2
323,Who has the power to forgive sins in Jesus' name?,1147,Everyone,2,2,50.86106206709222,1990
323,Who has the power to forgive sins in Jesus' name?,1148,All Christians,2,2,48.04994868286008,948
323,Who has the power to forgive sins in Jesus' name?,1149,Parents,2,2,45.918737529475784,298
323,Who has the power to forgive sins in Jesus' name?,1150,Priests and bishops,2,2,66.28945867671561,7250
324,Which is an example of meditative prayer?,1152,Examination of conscience,2,2,71.56862745098039,2
328,Which best describes covenants?,1167,Solemn commitments between God and human beings,2,2,71.56862745098039,2
339,Which best describes the theological virtues?,1206,"In them, God gives us the grace to live as we should",2,2,71.56862745098039,2
341,Mario waits without complaining. He has _____________.,2841,Chastity ,2,2,47.479156174808345,483
341,Mario waits without complaining. He has _____________.,2851,Anger,2,2,47.992845786963436,816
341,Mario waits without complaining. He has _____________.,2861,Kindness,2,2,52.04250814006912,2706
341,Mario waits without complaining. He has _____________.,2871,Patience,2,2,67.77514584885287,6457
351,"Theological virtues are faith, _______, and love. ",2881,Generosity ,2,2,48.648648648648646,1
351,"Theological virtues are faith, _______, and love. ",2911,Hope,2,2,102.16216216216216,5
361,A habit of doing good is called _________.,2921,Confirmation,2,2,53.776660046628095,2504
361,A habit of doing good is called _________.,2931,Virtue,2,2,72.78203117793562,2930
361,A habit of doing good is called _________.,2941,Value,2,2,59.683586025049436,615
361,A habit of doing good is called _________.,2951,Truth ,2,2,58.00297916424022,4409
366,Which is the most accurate statement about virtue?,1294,Virtues are dispositions and habits that are always good in any situation,2,2,71.56862745098039,2
367,Where are the Gospels found in the Bible?,1296,The New Testament,2,2,66.06588548861549,3326
367,Where are the Gospels found in the Bible?,1297,The Old Testament,2,2,56.126626229719015,2522
367,Where are the Gospels found in the Bible?,1298,Both the Old and New Testaments,2,2,60.98156624853895,4138
367,Where are the Gospels found in the Bible?,1299,They are not in the Bible,2,2,54.781287311407795,498
368,Which books make up the Gospels?,1300,The New Testament,2,2,55.29388238551585,1757
368,Which books make up the Gospels?,1301,"Matthew, Mark, Luke, and John",2,2,65.30668807851737,6630
368,Which books make up the Gospels?,1302,The Catechism and the Bible,2,2,53.972054578850695,1648
368,Which books make up the Gospels?,1303,"James, Peter, and Revelation",2,2,48.05595068752964,456
369,The act of _______ is the prayer of Confession.,1304,Petition,2,2,48.22735549287729,757
369,The act of _______ is the prayer of Confession.,1305,Contrition,2,2,63.607515221518405,8796
369,The act of _______ is the prayer of Confession.,1306,Adoration,2,2,48.2921898276229,508
369,The act of _______ is the prayer of Confession.,1307,Intercession,2,2,47.93942879049262,423
370,What are Jesus’ two Great Commandments?,1308,Go forth and sin no more,2,2,52.2302681167223,2008
370,What are Jesus’ two Great Commandments?,1309,Love God and love your neighbor,2,2,64.6589892987972,7496
370,What are Jesus’ two Great Commandments?,1310,Repent and believe,2,2,54.08883787262165,777
370,What are Jesus’ two Great Commandments?,1311,Live long and prosper,2,2,45.52324836685026,211
372,What is the Act of Contrition?,1312,A prayer before Holy Communion,2,2,51.29484885582447,1722
372,What is the Act of Contrition?,1313,A prayer where we thank God for blessing us,2,2,49.46329308031436,1128
372,What is the Act of Contrition?,1314,A prayer where we tell God we are sorry for our sins,2,2,65.30471507996627,7564
372,What is the Act of Contrition?,1315,A wedding song,2,2,39.096630877452796,73
390,What is apostolic succession?,1376,The authority of the apostles passed down to the bishops,2,2,54.90196078431372,1
390,What is apostolic succession?,1378,The process of electing a new Pope,2,2,88.23529411764706,1
394,What are the two Great Commandments?,1391,Love God and love your neighbor,2,2,71.56862745098039,2
397,"Which best describes the Liturgy of the Hours?
",1402,The public prayer of the Church,2,2,88.23529411764706,1
397,"Which best describes the Liturgy of the Hours?
",1403,None of these,2,2,54.90196078431372,1
399,"What happened as a result of the coming of the Holy Spirit at Pentecost?	
",1411,The Church was born and thousands were baptized,2,2,71.56862745098039,2
433,Humans have immortal souls.,1525,I believe this,2,2,71.56862745098039,2
434,A Christian should strive for virtue in all areas of life.,1529,I believe this,2,2,71.56862745098039,2
436,The Eucharist we receive at Mass is truly the Body and Blood of Jesus Christ.,1538,I believe this,2,2,71.56862745098039,2
437,"There is an invisible, spiritual aspect to what is going on at Mass. We truly join the angels and saints in our worship of God.",1543,I believe this,2,2,71.56862745098039,2
438,Everyone should believe in God and His promises.,1547,I believe this,2,2,71.56862745098039,2
439,"God created the first human beings, Adam and Eve.",1552,I believe this,2,2,71.56862745098039,2
440,Jesus Christ is fully God and fully man.,1556,I believe this,2,2,71.56862745098039,2
442,Sacraments are true encounters with Jesus and not just symbols of Him.,1560,I believe this,2,2,71.56862745098039,2
443,Sin hurts our soul and our relationship with God.,1565,I believe this,2,2,71.56862745098039,2
444,We should pray every day.,1569,I believe this,2,2,71.56862745098039,2
445,"Prayer is our response to God, who first calls us.",1574,I believe this,2,2,71.56862745098039,2
446,It is everyone's duty to help those less fortunate.,1578,I believe this,2,2,71.56862745098039,2
447,It is important to lead people to Jesus and the Catholic Church.,1583,I believe this,2,2,71.56862745098039,2
448,"We can pray to the saints, asking them to pray for us.",1587,I believe this,2,2,71.56862745098039,2
452,The universe is orderly and intelligible (we can understand it if we try).,1598,I believe this,2,2,54.90196078431372,1
452,The universe is orderly and intelligible (we can understand it if we try).,1602,I did not know the Church teaches this,2,2,88.23529411764706,1
454,We need to be baptized to become children of God.,1607,I believe this,2,2,88.23529411764706,1
454,We need to be baptized to become children of God.,1608,"I know the Church teaches this, but I struggle to believe it",2,2,54.90196078431372,1
455,Men and women are equal in dignity but different in their roles.,1612,I believe this,2,2,71.56862745098039,2
456,The moral law is the same in all times and places.,1616,I believe this,2,2,88.23529411764706,1
456,The moral law is the same in all times and places.,1619,I did not know the Church teaches this,2,2,54.90196078431372,1
457,It is impossible to grow in relationship with God without regular prayer.,1620,"I believe this
",2,2,88.23529411764706,1
457,It is impossible to grow in relationship with God without regular prayer.,1622,"I know the Church teaches this, but I struggle to believe it",2,2,54.90196078431372,1
458,"Praying is about talking to God, and even more about listening to Him.",1625,"I believe this
",2,2,71.56862745098039,2
459,Some souls suffer in purgatory to be cleansed of the effects of sin before they can enter heaven.,1629,I believe this,2,2,71.56862745098039,2
460,"After death, every person is judged on how well they have loved God and neighbor, and sent either to heaven (directly or via purgatory) or to hell.",1634,"I believe this
",2,2,71.56862745098039,2
462,Hell exists.,1638,I believe this,2,2,71.56862745098039,2
463,God is the author of Scripture.,1643,I believe this,2,2,71.56862745098039,2
464,"We must confess mortal sins in the sacrament of Penance and Reconciliation, and we should confess venial sins.	
",1647,"I believe this
",2,2,88.23529411764706,1
464,"We must confess mortal sins in the sacrament of Penance and Reconciliation, and we should confess venial sins.	
",1648,"I know the Church teaches this, but I struggle to believe it
",2,2,54.90196078431372,1
465,"Virtues are habits that are always good, in any situation.",1652,"I believe this
",2,2,71.56862745098039,2
466,"Marriage, the life-long union of a man and a woman, is part of God's plan for humanity.	
",1656,I believe this,2,2,71.56862745098039,2
468,"We can know the truth, and we should live our lives according to the truth.",1663,I believe this,2,2,71.56862745098039,2
469,What was the basis for the Church's determination of the canon of Scripture?,1667,Apostolic Tradition,2,2,88.23529411764706,1
469,What was the basis for the Church's determination of the canon of Scripture?,1668,The direct instruction of Christ Himself,2,2,54.90196078431372,1
1911,Alicia prays every day. This practice:,9141,Helps her grow in holiness,2,2,71.56862745098039,2
2141,Which virtue means right reason in action?,10051,Generosity,2,2,54.90196078431372,1
2141,Which virtue means right reason in action?,10061,Prudence,2,2,88.23529411764706,1
2461,Which of the Ten Commandments calls every person to practice the virtue of chastity?,11351,The sixth commandment,2,2,71.56862745098039,2
2491,What is a monstrance?,11471,A sacred vessel that holds a consecrated host for adoration,2,2,71.56862745098039,2
2651,Which of the following is an example of fortitude?,12081,Reading the Bible and believing what it says,2,2,54.90196078431372,1
2651,Which of the following is an example of fortitude?,12101,Standing up for someone who’s being bullied,2,2,88.23529411764706,1
2701,"With which theological virtue do we love God above all, and love our neighbor for God's sake?",12281,Faith,2,2,54.90196078431372,1
2701,"With which theological virtue do we love God above all, and love our neighbor for God's sake?",12301,Charity,2,2,88.23529411764706,1
2901,St. Paul wrote an epistle to the churches in all of the following places EXCEPT:,13101,Samaria,2,2,88.23529411764706,1
2901,St. Paul wrote an epistle to the churches in all of the following places EXCEPT:,13111,Rome,2,2,54.90196078431372,1
5131,What term refers to the fact that God created ‘out of nothing’?,22001,Ex Cathedra,2,2,54.90196078431372,1
5131,What term refers to the fact that God created ‘out of nothing’?,22021,Ex Nihilo,2,2,88.23529411764706,1
5361,One group of people makes sacrifices in order to help another group of people. This is an example of which Catholic principle?,22931,Solidarity,2,2,71.56862745098039,2
5691,The organizing principle of the Nicene Creed is:,24241,The Persons of the Trinity,2,2,71.56862745098039,2
6281,How did the Apostles give the Holy Spirit to others?,26621,Laying on of hands,2,2,88.23529411764706,1
6281,How did the Apostles give the Holy Spirit to others?,26631,Giving the Eucharist,2,2,54.90196078431372,1
6301,The two pillars of divine revelation are ___ and ___.,26701,"Scripture, Tradition",2,2,71.56862745098039,2
6331,After which of the following events did God give His people the Ten Commandments?,26821,The Exodus,2,2,71.56862745098039,2
6351,What is an indulgence?,26881,Forgiveness of the punishment for past sins in the afterlife,2,2,88.23529411764706,1
6351,What is an indulgence?,26891,Political favors sold by some bishops and abbots involved in leading Crusades,2,2,54.90196078431372,1
6401,What traditional Jewish feast of the harvest is celebrated as the birthday of the Church?,27081,The Annunciation,2,2,54.90196078431372,1
6401,What traditional Jewish feast of the harvest is celebrated as the birthday of the Church?,27111,Pentecost,2,2,88.23529411764706,1
6411,"What are the Gospels of Matthew, Mark, and Luke collectively known as?",27141,The Synoptic Gospels,2,2,71.56862745098039,2
6511,Towards what should we genuflect when in a Catholic church?,27541,The tabernacle,2,2,71.56862745098039,2
6551,Which is NOT a requirement for a sin to be considered mortal?,27681,The sin must be serious or grave,2,2,88.23529411764706,1
6551,Which is NOT a requirement for a sin to be considered mortal?,27711,You must freely choose the sin,2,2,54.90196078431372,1
6581,What are the two types of works of mercy? ,27811,Corporal and spiritual,2,2,71.56862745098039,2
6681,What is Confirmation? ,28231,None of the above,2,2,71.56862745098039,2
6691,Which of the following statements best defines a sacrament? ,28251,An outward sign instituted by Christ to give grace,2,2,71.56862745098039,2
6781,What is a habitual and firm disposition to do the good called?,28601,Virtue,2,2,88.23529411764706,1
6781,What is a habitual and firm disposition to do the good called?,28611,Obedience,2,2,54.90196078431372,1
6791,God loves me and all people.,28641,This is true,2,2,61.89090444409593,9306
6791,God loves me and all people.,28651,This is not true,2,2,42.351926394479584,94
6791,God loves me and all people.,28661,Not sure,2,2,47.58258258258258,180
6811,Sin hurts our friendship with God.,28701,This is true,2,2,62.78958065029374,9003
6811,Sin hurts our friendship with God.,28711,This is not true,2,2,50.63972567383209,733
6811,Sin hurts our friendship with God.,28721,Not sure,2,2,51.2184315463004,549
6821,I need to pray often to be friends with God.,28731,This is true,2,2,61.0223497089921,7142
6821,I need to pray often to be friends with God.,28741,This is not true,2,2,62.498643221534785,1743
6821,I need to pray often to be friends with God.,28751,Not sure,2,2,61.24078624078624,1408
6841,God wants me to love others.,28791,This is true,2,2,61.941133978190734,9390
6841,God wants me to love others.,28801,This is not true,2,2,36.95864539238033,83
6841,God wants me to love others.,28811,Not sure,2,2,41.950646298472385,161
7111,I attend Mass.,29861,Weekly or more often,2,2,65.34531568788714,3812
7111,I attend Mass.,29871,Sometimes,2,2,60.649022944444106,2843
7111,I attend Mass.,29881,Only at school,2,2,57.56949501006553,2524
7111,I attend Mass.,29891,No,2,2,54.130434782608695,460
7121,I have been baptized.,29901,Yes,2,2,63.28339171232461,8438
7121,I have been baptized.,29911,No,2,2,55.2502974672786,1272
7121,I have been baptized.,29921,Not sure,2,2,45.90506472859414,595
7151,I go to confession regularly.,29971,Yes,2,2,60.767896326748385,5155
7151,I go to confession regularly.,29981,No,2,2,61.80298059294223,5152
7171,I can find a Scripture verse in the Bible pretty easily.,30011,Yes,2,2,60.360756915378765,4410
7171,I can find a Scripture verse in the Bible pretty easily.,30021,No,2,2,61.96163056747603,5899
7181,The adults at my school model what it means to be a practicing Catholic.,30031,Yes,2,2,71.56862745098039,2
7211,"I learn about being Catholic all day, not just during religion lessons.",30091,Agree,2,2,61.74159725691759,7898
7211,"I learn about being Catholic all day, not just during religion lessons.",30101,Disagree,2,2,59.733760272285544,2414
7230,Who is our neighbor?,1770,Our friends,2,2,54.29417571569595,2026
7230,Who is our neighbor?,1772,Those who live near us,2,2,54.44713281482556,3541
7230,Who is our neighbor?,1773,Everyone we encounter,2,2,69.68467431281155,4342
7230,Who is our neighbor?,1774,None of these,2,2,61.35088776598211,583
7256,"On Good Friday, Catholics are called to:",1884,Fast and abstain from meat,2,2,71.56862745098039,2
7261,The Eucharist is a sacrament _____________. ,1905,of initiation,2,2,88.23529411764706,1
7261,The Eucharist is a sacrament _____________. ,1907,of unity ,2,2,54.90196078431372,1
7262,"Which of the following best defines freedom?	
",1910,The ability to worship God on our own terms,2,2,54.90196078431372,1
7262,"Which of the following best defines freedom?	
",1912,The ability to choose the good,2,2,88.23529411764706,1
7263,"My family attends Church together, and we often pray together.	
",1913,Yes,2,2,88.23529411764706,1
7263,"My family attends Church together, and we often pray together.	
",1914,No,2,2,54.90196078431372,1
7264,"All teachers, not just religion/theology teachers, should bring the Faith into their subject areas",1915,Agree,2,2,71.56862745098039,2
7265,"The theological virtues are faith, _______, and love.",1917,Generosity,2,2,59.44294600099081,1473
7265,"The theological virtues are faith, _______, and love.",1918,Joy,2,2,56.89001687515067,4036
7265,"The theological virtues are faith, _______, and love.",1919,Wonder,2,2,52.96782496782497,525
7265,"The theological virtues are faith, _______, and love.",1920,Hope,2,2,66.38949751458173,4453
7266,Holy Mass is ___________. ,1925,A sacrificial offering that is an unbloody re-presentation of Calvary,2,2,71.56862745098039,2
7268,"God loves me and all people.	
",1935,This is true,2,2,60.91508831666312,635
7268,"God loves me and all people.	
",1936,This is not true,2,2,35.294117647058826,17
7268,"God loves me and all people.	
",1937,Not sure,2,2,42.567567567567565,16
7269,God wants me to love others.,1938,This is true,2,2,60.99779024307326,636
7269,God wants me to love others.,1939,This is not true,2,2,31.62162162162162,10
7269,God wants me to love others.,1940,Not sure,2,2,40.283140283140284,21
7270,I attend Mass.,1942,Weekly or more often,2,2,61.81664619164619,352
7270,I attend Mass.,1943,Only at school,2,2,47.45443117536141,43
7270,I attend Mass.,1944,No,2,2,43.82239382239382,28
7270,I attend Mass.,1945,Sometimes,2,2,60.95973524544953,245
2,Who is the Bread of Life? ,1,Moses,2,3,43.8897110366851,347
2,Who is the Bread of Life? ,2,Jesus,2,3,64.04836092567334,20270
2,Who is the Bread of Life? ,3,Joseph,2,3,42.08019494904741,244
2,Who is the Bread of Life? ,4,Noah,2,3,40.76076076076076,135
4,What takes place at Mass? ,9,Bread and wine become the Body and Blood of Jesus,2,3,65.21410904462881,18008
4,What takes place at Mass? ,10,Bread and wine are shown as symbols for Jesus ,2,3,55.02976870455737,2011
4,What takes place at Mass? ,11,Bread and wine are removed from the church ,2,3,39.15948915948916,364
4,What takes place at Mass? ,12,Bread and wine are shared after Mass ends ,2,3,48.775680056069035,617
36,Who or what is made in the image and likeness of God?,125,Human beings,2,3,66.54779051800229,12890
36,Who or what is made in the image and likeness of God?,126,Animals,2,3,46.38092459485983,1019
36,Who or what is made in the image and likeness of God?,127,Plants,2,3,45.148189334235845,559
36,Who or what is made in the image and likeness of God?,128,The Universe ,2,3,61.1096176513162,6535
51,"What do we call the Father, the Son, and the Holy Spirit? ",1681,The Trinity ,2,3,69.83524169959348,12324
